,name,followers_count,total_number_of_tweets,location,language,tweet_count
2542,Imran Siddiquee,7074.0,9065,"Philadelphia, PA",en,2
2543,Hill Billie,1042.0,98358,"Mississippi, USA",en,2
2544,DJHitman,77.0,2841,United Kingdom,en,2
2545,Traveler,303.0,34601,"Texas, USA",en,2
2546,cedfromSanDiego,102.0,16109,"San Diego, CA",en,2
2547,UPS Customer Help                              ᶠᵃⁿ,1328.0,2507,IE,en,2
2548,Cammy,251.0,9136,Pittsburgh,en,2
2549,Ashwin.!,921.0,3997,"Chennai, India",en,2
2550,Sajid Azim. Bolton.,245.0,50461,Bolton/Manchester,en,2
2551,RepublicanNewsOrg,552.0,17704,"New York, NY",en,2
2552,🇺🇸Jacob Dillon🇺🇸,2177.0,258768,Nowheresville,en,2
2553,Lydia ‎‎لیڈیا,24.0,1615,Tamilnadu,en,2
2554,Frances,4267.0,29797,United States,en,2
2555,Rachel Millmore - Xena Sparky,301.0,7462,"Sydney, NSW, Australia",en,2
2556,Doctor Science Is Good and Angry,760.0,125241,appropriated Lenapehoking land,en,2
2557,Celtic Crab,3329.0,141664,NY CO FL,en,2
2558,Talee,1357.0,18815,"Colorado, USA",en,2
2559,Govardhan,1152.0,237091,India,en,2
2560,Alan Dershowitz,217196.0,1195,"Cambridge, MA",en,2
2561,Justine Chiou,32.0,1928,"Chicago, IL",en,2
2562,Karthik,208.0,8964,"Dubai, United Arab Emirates",en,2
2563,John Richards  🇬🇧,5390.0,92615,Once great BRITAIN,en,2
2564,#StopYulin #BeKind #Peace #LoveIsLove,2773.0,152342,Somewhere Blue 🌊🗺,en,2
2565,🇺🇸 ados. Proud vet.,139.0,3607,"Buffalo, New York",en,2
2566,Tonio2.0,47.0,2187,"Brooklyn, NY",en,2
2567,"Helen Choi, CFRE",1235.0,5113,"Toronto, Canada",en,2
2568,At_a_minimum,30.0,756,"Michigan, USA",en,2
2569,Vet4Trump4Life,2415.0,42709, #CALIFORNIA Cruz-in #MCGA,en,2
2570,To Will A Mockingbird,601.0,22484,"Lake Stevens, WA",en,2
2571,Bexque 🌊🌊🌊🗽🗽🗽🇺🇸,2354.0,47753,USA,en,2
2572,MrsSparky,5146.0,37461,"Kansas, USA",en,2
2573,"Tycely Williams, CFRE",3871.0,4992,Washington DC,en,2
2574,Cai 💙🎨🌌☕♿,26.0,626,"Wisconsin, USA",en,2
2575,Chowkidar Jai Hind,1284.0,74722,India,en,2
2576,World khabar,1421.0,9336,"Kathmandu, Nepal",en,2
2577,Shari-Lynn,1544.0,50625,Bermuda,en,2
2578,Mina Li,764.0,60376,USA,en,2
2579,Doon,331.0,96965,twitter,en,2
2580,Dr. Christine Rogers 🧬🧠,1167.0,79702,NY,en,2
2581,Vogue Magazine,13594666.0,123540,"New York, NY",en,2
2582,SilentMajority,1463.0,10428,"Pennsylvania, USA",en,2
2583,Mithula,59.0,1924,"Chennai, India",en,2
2584,Imania Margria,834.0,10475,"New Jersey, USA",en,2
2585,Gaylene May Atkins,1890.0,7354,"Te Kuiti, King Country, NZ.",en,2
2586,James J Barnes,376.0,6826,"Rice University, Houston, TX",en,2
2587,Cel R. White,147.0,4337,Al borde de la cornisa,es,2
2588,Paty,1091.0,66272,Pepperland,es,2
2589,Ramesh Bala,359492.0,191086,"Chennai, India",en,2
2590,dineshkumar,41.0,11881,"Salem, India",en,2
2591,Damon,4842.0,39637,"ÜT: 33.87572,-",en,2
2592,Sister Outsider,24286.0,113148,"Vancouver, British Columbia",en,2
2593,Lisa Reimund,545.0,10259,All up in Dallas,en,2
2594,martin hoyes,1686.0,5755,"California, USA",en,2
2595,(((jenn976))),1303.0,165638,Seattle,en,2
2596,LynnisWellnessWoman40,8584.0,79656,United States,en,2
2597,Chowkidar Capt.Nilesh,538.0,84039,"Ahmadabad City, Gujarat",en,2
2598,broccolisavant American DOS,44.0,1640,"Texas, USA",en,2
2599,Allegiance2theFlag🇺🇸,1753.0,23068,On a Mountain Top,en,2
2600,Jordan White 🇺🇸,17.0,1980,"Charlotte, NC",en,2
2601,#WinBernieWin,5383.0,60190,Left Coast,en,2
2602,GotArmy 😙😁,22.0,2947,"Missouri, USA",en,2
2603,Piyush Rajani,2765.0,32888,"Mumbai, India",en,2
2604,Lauraslifeonink,1422.0,17662,Corner of Twitterland & Earth,en,2
2605,Henrie Keane ⚛️♀️🌹⚖️☮️🌎🎼🎨,409.0,23686,United States,en,2
2606,Ekim Reldeonk ⭐️⭐️⭐️,819.0,64316,🇺🇸 America 🇺🇸,en,2
2607,Desmond of #HL,367.0,11596,United States,en,2
2608,#Malevote for #MensCommission,124.0,3843,"Karnataka, India",en,2
2609,Jeff,556.0,28342,"Rochester, NY",en,2
2610,Vespi🇺🇸,385.0,17377,"Under a system of, WS",en,2
2611,Anita Smithson,1378.0,31097,"Bloomington, Minnesota, USA",en,2
2612,MS,295.0,7741,Huntsville Alabama,en,2
2613,Nick Rosenkranz,1469.0,4098,"New York, NY",en,2
2614,Joshua Hamilton,226.0,18114,"Virginia, USA",en,2
2615,bigmouth,4.0,517,DONT GET SCARED NOW! ,en,2
2616,Sandra,1398.0,23880,"Tennessee, USA",en,2
2617,Azania Justice,3707.0,10961,"Dunwoody, GA",en,2
2618,CBM,387.0,252363,"odisha, india",en,2
2619,Sylvia Greier,1488.0,44890,a beautiful island in BC,en,2
2620,Jolene Meghan,201.0,23553,Central Ohio,en,2
2621,✴❌Christopher J Webster❌✴,5031.0,2393,"Texas, USA",en,2
2622,💕PAVIJAMMY💕,1187.0,17138,Coimbatore,en,2
2623,Lucius Austin,69.0,27474,Planet earth,en,2
2624,John Wills,758.0,19786,"Essex, UK",en,2
2625,Ramón E. Balaguer T.,1151.0,55256,"Columbia, South Carolina",en,2
2626,Bibin,358.0,10105,Tatooine,en,2
2627,Rom Promo Central,3340.0,18192,Wherever readers are!,en,2
2628,IndieBookPromos,6922.0,21053,Owned by @RachelintheOC,en,2
2629,WomenPromo,1476.0,10613,"California, USA",en,2
2630,HATF RANA,92.0,8588,"Punjab, Pakistan",en,2
2631,BLACK$$$$$MATTERS,639.0,36544,"Brooklyn, United States",en,2
2632,Deutsher Amerikaner,157.0,4096,"Bad Homburg, Germany ",en,2
2633,The Diaspora Project,38.0,201,Global,en,2
2634,Aaron Smith,108.0,1371,"California, USA",en,2
2635,K Brando🌟🌟🌟,15940.0,47871,"Florida, USA",en,2
2636,Lindsay Nelson-Santos,315.0,4512,Tokyo,en,2
2637,Nikaytaa,684.0,5727,"Pune, India",en,2
2638,Ferdinand Munoz,232.0,49103,"Florida, NY",en,2
2639,John Daniel Hull (Modern Toss Quarterly),488.0,464,"Washington, DC",en,2
2640,Gena Hood,7463.0,112084,Southeastern USA,en,2
2641,jasines65,1022.0,52596,"Broomfield, CO",en,2
2642,🇺🇸🇺🇸Black Nation News🇺🇸🇺🇸,142.0,960,"Baltimore, MD",en,2
2643,QUT Faculty of Law,3310.0,3588,"Gardens Point, Brisbane",en,2
2644,King Siik,418.0,4352,"Tampa, FL",en,2
2645,Stop the madness,998.0,16722,Charlotte,en,2
2646,Mike Pants 🔪🦀,4293.0,220413,Dublin,en,2
2647,Kari O’Neal Tingley,809.0,53741,United States,en,2
2648,Happy 2019 👍🇺🇸,2098.0,53181,USA,en,2
2649,Jenny Ansardi,178.0,34569,NEW ORLEANS,en,2
2650,William Tincup,286990.0,136415,"Arlington, TX",en,2
2651,"मोदी चोर, मैं चौकीदार!",263.0,76678,📷,en,2
2652,X-MAN,192.0,15964,भारत,en,2
2653,|Chowkidar| Drishti Bhardwaj,643.0,24938,India,en,2
2654,PuppyLover,262.0,2878,"Sarasota, Florida",en,2
2655,DeveSh Thwal🇮🇳,378.0,52556,"New Delhi, India",en,2
2656,Phil De Carolis,3922.0,1308121,"Southern California, U.S.",en,2
2657,Nina Rosado,119.0,1575,19601,en,2
2658,Lauren Kaori Gurley,586.0,553,Brooklyn,en,2
2659,kathleen burns,890.0,88449,"Queens, NY",en,2
2660,Signbanking@DDBMudra,124.0,498,"Mumbai, India",en,2
2661,The Advocate,271052.0,59555,"Los Angeles, CA",en,2
2662,Ajay Kumar Nandy,347.0,34482,"भुवनेश्वर, भारत",en,2
2663,David Knight,121271.0,13519,TX,en,2
2664,redheadsupermod,109.0,10025,"Las Vegas, NV",en,2
2665,TGF Worldwide,874.0,611,Worldwide ,en,2
2666,Cindi Creager,1435.0,15159,"New York, NY",en,2
2667,trouble_95,110.0,13663,"Stone Mountain, GA",en,2
2668,Luis Sotillo,69.0,2635,"Los Angeles, Glendale ",en,2
2669,Leslie B,6931.0,79540,"East Tennessee, USA",en,2
2670,KenTrueBlue 🌊🇺🇸🏳️‍🌈,6723.0,34840,"Texas, USA",en,2
2671,💎THE MUDARIB + FV=PV(1+I)n💎,1841.0,67662,Cape Town,en,2
2672,Black Ind Party🕵🏿,1097.0,17243,"Fort Smith, AR",en,2
2673,Susan,88.0,1606,Texas ,en,2
2674,Gwendoline Lefebvre,1232.0,12043,Lyon,en,2
2675,julia reinstein 🚡,23258.0,37417,"Brooklyn, NY",en,2
2676,Anand Bhatt,551.0,99736,"Mumbai, India",en,2
2677,Globelamp,6392.0,61146,somewhere in space,en,2
2678,Ryan Ehrenreich,176.0,1889,"Sacramento, CA, USA",en,2
2679,Chowkidar CR,552.0,4285,India/Canada,en,2
2680,Hello?,105.0,10376,Isle Delfino,en,2
2681,John Scott,587.0,238,"Brisbane, QLD",en,2
2682,Nathou2,147.0,15628,Canada,en,2
2683,CCBC,4574.0,3901,"Baltimore, Maryland",en,2
2684,Michelle Mullica🤞⬅️1day I'd like justice,601.0,24853,"Iowa, USA",en,2
2685,Great Cdn Theatre Co,4839.0,7256,Ottawa,en,2
2686,Daria Anne,12175.0,65154,Florida,en,2
2687,Keh_ke_Le_Lunga,1735.0,138354,in your face ,en,2
2688,𝐌𝐨𝐜𝐤𝐢𝐧𝐠𝐛𝐢𝐫𝐝 ⚖️,1670.0,40331,unknown,en,2
2689,Rajesh Khajuria,1230.0,139978,"Jammu, Jammu And Kashmir",en,2
2690,Amandeep Singh,289.0,43659,ambala,en,2
2691,Simpledolphin,343.0,221,"California, USA",en,2
2692,Billie Bates,602.0,27019,"Moline, Illinois",en,2
2693,Alan Jenkins,3104.0,8422,NYC,en,2
2694,JEETENDER PATHAK,1084.0,216702,chandigarh,en,2
2695,Flourish Chukwurah,675.0,1122,"Lagos, Nigeria",en,2
2696,Music Meets Fans,27118.0,14566,"New York, NY",en,2
2697,Tim Tool Man,1112.0,78294,"Texas, USA/Arkansas ",en,2
2698,Fiona Ruth Haliburton,109.0,2112,Canada,en,2
2699,Anup Kaphle,35727.0,59663,"New York, NY",en,2
2700,Daniel James,4462.0,13737,"Georgia, USA",en,2
2701,LekhaChakraborty🌎,1161.0,21910,"New Delhi, India",en,2
2702,Satya Verma,265.0,46906,"Noida, India",en,2
2703,Prof Joanne Begiato 🇪🇺,7969.0,39577,Oxford and Bucks,en,2
2704,Viewzuu,40650.0,11888,"Groom Lake, NV.",en,2
2705,"Jerry Flores, Ph.D.",889.0,5166,"Toronto, Ontario",en,2
2706,Proud Deplorable,7817.0,140208,Massachusetts,en,2
2707,Kia Soto,2908.0,84279,God's Universe ,en,2
2708,Chase “Very Legal & Very Cool” Teeples,1074.0,91714,"Tennessee, USA",en,2
2709,Priyanshu Gupta,1062.0,35013,New Delhi ,en,2
2710,rronald,17.0,1414,"Texas, USA",en,2
2711,Jenefer Livings,616.0,1464,"South East, England",en,2
2712,Dolly Madison Avenue,146.0,28,Home of the Brave,en,2
2713,#JusticeForKate,9332.0,109618,Land of the Free ,en,2
2714,🇨🇦Michele4Canada🇨🇦,2428.0,14671,Canada 🇨🇦,en,2
2715,'THE ARCHANGEL OF THE CHERUBIM',5102.0,29510,The Everywhere,en,2
2716,Sudarshan M,469.0,49354,India,en,2
2717,DropSquad52,172.0,16188,USA,en,2
2718,Ben Livesay,10761.0,12003,"Mission Viejo, CA",en,2
2719,Fran Z. James-Ramirez,4524.0,15737,"Queens, NY",en,2
2720,What The Hell ⭐⭐⭐,10496.0,234371,NY Is a shithole,en,2
2721,KatherineHartvickson,407.0,695,"Texas, USA",en,2
2722,Ruby Speechley,3295.0,43168,Bedfordshire,en,2
2723,Gates Digital Media,4454.0,719723,EVERYWHERE,en,2
2724,Conch Republican,158.0,3075,"Key West, FL",en,2
2725,🇺🇸🇬🇧🇮🇱Lashkar-e-LearnToCode,5559.0,31881,Nunya Business,en,2
2726,Elizabeth Hlavinka,165.0,248,"New York, NY",en,2
2727,Mary Ellen Bovino,18.0,251,"Tarpon Springs, FL",en,2
2728,Soul of India,195.0,10628,Republic of Hurt Sentiments,en,2
2729,aya tasaki,311.0,1263,New York,en,2
2730,Iris carolina,293.0,15398,usa,en,2
2731,Anna Ayres,31.0,380,Uk,en,2
2732,Amiet sabharwal,637.0,33469,India new delhi,en,2
2733,André Robinson,397.0,9750,in your pants,en,2
2734,madeleine davis,127.0,639,"Georgia, USA",en,2
2735,No Jive 45! TRUMP,1262.0,122,"Naples, FL",en,2
2736,Heather Curfman @ ECCC GG03,2661.0,12135,Pacific Northwest,en,2
2737,Weed Plug⛽🚩,70.0,127,"Santa Ana, CA",en,2
2738,Barbara Low,2306.0,13821,Antigonish Nova Scotia,en,2
2739,Phil Chan,635.0,134,New York City,en,2
2740,Kathryn Nichole,4202.0,123447,Somewhere gazing at the sky,en,2
2741,Nasty Women Get Shit Done - NWGSDPDX,1637.0,3898,"Portland, OR",en,2
2742,Dr. Salahideen ALHAJ,1386.0,15393,Stokholm  Sweden,en,2
2743,Politics Informer,743.0,287574,Washington,en,2
2744,Sheryl Ring 🌈⚾️💄⚖️,1691.0,26728,"Illinois, USA",en,2
2745,*•.¸♡ Ꮆяєтє ♡¸.•*,4925.0,26848,🗽🍁🗼,en,2
2746,Scott D'Agostino,887.0,18802,"Kirkville, NY",en,2
2747,Karah Smith,33.0,1212,"Toledo, OH",en,2
2748,Neal Broverman,1793.0,4241,Los Angeles,en,2
2749,Clayton M. Davis,1162.0,26721,"Beaverton, OR",en,2
2750,RMB,4078.0,11691,USA,en,2
2751,Allen Eckerle,4564.0,16930,New Haven Mo.,en,2
2752,Ajaat Jamwal🇮🇳,3973.0,140101,"Jammu, Jammu And Kashmir",en,2
2753,Rachael Aliu,154.0,27078,"Port Harcourt,Nigeria",en,2
2754,🔮lachrista🔮,7469.0,21935,"Madison, WI, USA",en,2
2755,Hope Henderson,1204.0,18194,"Berkeley, CA",en,2
2756,Clarkisha Kent: This One Lady,43223.0,349649,Split Between The OC and LA,en,2
2757,The Genesis of the End 🥰♌👑🦁💜😈💀🌹🔮,593.0,21387,The Cage,en,2
2758,Hot Press,52642.0,48684,Ireland,en,2
2759,Lisa Long,1748.0,7330,Enjoying My Universe,en,2
2760,Adrienne Michelle,25.0,1111,"Los Angeles, CA",en,2
2761,Sharon Balestra,1701.0,107017,"NapTown, MerryLand",en,2
2762,politicaljunkie,6316.0,99983,United States,en,2
2763,Ashley,83.0,146,"California, USA",en,2
2764,King Flea,83.0,5109,Va.Beach,en,2
2765,𝕻𝖚𝖓𝖎𝖘𝖍𝖊𝖉 𝕯𝕯,95.0,505,"Boulder, CO",en,2
2766,Sweetez Singh,112.0,7339,India,en,2
2767,Erik Gullberg,475.0,60521,"New York, USA",en,2
2768,ABQ Business First,15245.0,19695,"Albuquerque, New Mexico",en,2
2769,Jagrook Matdaata Narender Sharma,548.0,30759,"Faridabad, India",en,2
2770,CASBS,2591.0,3553,"Stanford, CA",en,2
2771,Wendy Murphy,420.0,624,Babson College,en,2
2772,Mike Pyett,1363.0,20051,"Denver, CO",en,2
2773,Jessica Quiroli,6961.0,117230,My office is a ballpark ,en,2
2774,Ian Graham Leask,121529.0,117044,"Minneapolis, MN, USA",en,2
2775,Haarihaa,80.0,17517,Chennai,en,2
2776,(((けい子))),872.0,7646,Minnesota,en,2
2777,Pharmboy,5527.0,51351,GoodWood Galactic Headquarters ..unless I've gone feral,en,2
2778,hannah,186.0,4160,"Pennsylvania, USA",en,2
2779,Shatter Boys  #InvisibleBoy,5228.0,20976,United Kingdom,en,2
2780,The Economist,23629460.0,169578,London,en,2
2781,(((AaronDStein))),193.0,947,"Moline, IL",en,2
2782,Warren T. Carrigan,219.0,6425,"Strasburg, PA",en,2
2783,Chas Bavolar,1927.0,46995,Pittsburgh/Regina,en,2
2784,TrumpForce🌟🌟🌟,5474.0,27366,Lost Angeles,en,2
2785,☝️ सच_के_साथ ☝️,4902.0,90606,"Delhi, India",en,2
2786,Rabbi Jonah Pesner,4922.0,3585,"Washington, DC",en,2
2787,Trevin N Grimm,644.0,6078,337/504,en,2
2788,Providence,107.0,10155,Saturn,en,2
2789,Baptist News Global,6857.0,27476,America,en,2
2790,Charlotte 🇺🇸 🌊 #TraitorTrump #TrumpResign,759.0,73630,Texas,en,2
2791,اللّٰه,67.0,2574,nowhere,en,2
2792,ADOS Family,8.0,117,Long,en,2
2793,Mark D'Souza MD,136.0,2007,"Toronto, Ontario",en,2
2794,Baines Wilson LLP,1074.0,1823,Carlisle and Lancaster,en,2
2795,Patrick Green,4799.0,10163,"Los Angeles, CA",en,2
2796,Remy,13466.0,90605,United States,en,2
2797,🇬 🇺🇸b4🐘/🐎@GOP🤝@DNC RuleLaw&SeparationPowers,28.0,2162,"Wyoming, USA",en,2
2798,Build Bridges Not Walls ❤️,35716.0,11637,Everywhere,en,2
2799,YEGrrBomb💣,2653.0,113668,"Alberta, Canada",en,2
2800,multijo,3435.0,151364,"Ocean City, NJ",en,2
2801,Tolerant Indian @ تولرنت اندین,167.0,50938,India,en,2
2802,#MeTooPakistan,245.0,170,Pakistan,en,2
2803,Queeen 'Kuaaan 👑,105.0,2847,the DistriCt,en,2
2804,Samantha McFarland,583.0,102751,"Massachusetts, USA",en,2
2805,वंदे मातरम्,5955.0,157016,"Delhi, India",en,2
2806,Susana Aikin,739.0,332,"Brooklyn, NY",en,2
2807,Pornima,2243.0,20887,StopAntiHindu Matrimony Laws,en,2
2808,Colorado 50-50,360.0,2993,"Colorado, USA",en,2
2809,❌Jinger_Ellie❌,5320.0,59425,"Parrish, FL",en,2
2810,LAANE,4680.0,6101,"Los Angeles, CA",en,2
2811,Ermilus,57.0,302,Suriname ,en,2
2812,Sarah Marian Seltzer,11955.0,35327,New York,en,2
2813,Mel Hache,1477.0,13435,France,en,2
2814,Idea Machine,403.0,26704,Everywhere,en,2
2815,Tea Berry-Blue,2499.0,37021,New York City!,en,2
2816,Anastasia Beaverhausen,905.0,1105,In Your Face!,en,2
2817,Jderb,4482.0,58422,United States,en,2
2818,🍃🌸 #Elisa#🌸🍃,10431.0,213993,"Colorado, USA",en,2
2819,MSaraswathy,585.0,7025,Mumbai,en,2
2820,Chelsea Li,40.0,987,United States,en,2
2821,Susan 🙏🌹,19449.0,64904,"California, USA",en,2
2822,Vanessa,276.0,27508,"Málaga, España",es,2
2823,IdaGreyBenden,1501.0,37302,Oklahoma,en,2
2824,hasma🐢,49.0,3423,kayu pinus ,en,2
2825,Chowkidar Sajith krishnan,48.0,2781,"Mumbai, india",en,2
2826,Theresa Travis,5458.0,884095,manchester,en,2
2827,James Pyles,1164.0,40642,"Boise, ID",en,2
2828,djm1992,378.0,15055,"Wherever it is I am -you know, that place...where our beds and TV.....is.",en,2
2829,Fred(a) #BelieveHerThe1stTime,1458.0,19516,"California, USA",en,2
2830,Lowlander🌟🌟🌟,3042.0,44783,"Michigan, USA",en,2
2831,JoeyG.New York🇺🇸,3171.0,187523,"New York , New Jersey",en,2
2832,CPI,1289.0,840,"Washington, DC",en,2
2833,OREGAIRU SEASON 3 IS COMING MOTHERF***ERS,221.0,27788,The Service Club,en,2
2834,PRSSA at VCU,720.0,1061,"Richmond, Va",en,2
2835,Glen Bateman,2657.0,28774,"Spring Valley, NV.",en,2
2836,பிரசாந்த் குமார்🇮🇳,116.0,2799,"Bengaluru, India",en,2
2837,Multicultural Center,2466.0,3669,"Ohio Union/Columbus, OH-IO!",en,2
2838,Age Arts,3475.0,3400,"Melbourne, Victoria",en,2
2839,Anup Agrawal,616.0,45413,"Maharashtra, India",en,2
2840,Himal Southasian,8700.0,5044,Southasia,en,2
2841,Mark Gillies,865.0,40227,"Lambeth, London",en,2
2842,Nasty Man,1466.0,134190,"Georgia, USA",en,2
2843,Zack Taylor,2451.0,74557,Blogspot,en,2
2844,Laura Ballesteros Mancilla,35818.0,101328,Ciudad de México,es,2
2845,Bryna K. Subherwal,260.0,2313,"New York, USA",en,2
2846,Summer 🌞,272.0,5789,VCU,en,2
2847,aaishaAsad,334.0,53382,"Aligarh, India",en,2
2848,SpiderWebShow,1854.0,3620,Canada,en,2
2849,Dontlosemycountry🎖🇺🇸🇺🇸,6745.0,70407,"Illinois, USA",en,2
2850,Ambrossia188,238.0,5567,"New Mexico, USA",en,2
2851,Shas wants a Crazy Classic Life 😏,921.0,158741,"atlanta, ga",en,2
2852,Jonathon Goodfellow,4662.0,84626,Melbourne Oz,en,2
2853,serena,25.0,235,"Los Angeles, CA",en,2
2854,Ishwar Kandpal,4420.0,20342,"Faridabad/Almora, Uttarakhand.",en,2
2855,Nidhi Subbaraman,6785.0,10004,"Washington, DC",en,2
2856,Liz,47.0,6520,"New York, NY",en,2
2857,Shirley Baldwin,4840.0,336339,"None, Piemonte",en,2
2858,Marcus J. Hopkins,169.0,10335,"Morgantown, WV",en,2
2859,.priMÒ.,2242.0,166603,Nigeria. Africa.,en,2
2860,Liz Dufour,1635.0,2947,"Cincinnati, Ohio",en,2
2861,Taylor Pattie,287.0,7860,"Williamsburg, VA",en,2
2862,KPL,1465.0,9265,Boston ,en,2
2863,VCU College of H&S,2919.0,5972,"Richmond, VA",en,2
2864,Laurel Catherine,17628.0,269840,Upstate New York,en,2
2865,Never Forget Genocide,258.0,16909,World,en,2
2866,MissK57,1409.0,156958,"New York, USA",en,2
2867,Martin Mavenjina,2422.0,132746,"Nairobi, Kenya",en,2
2868,Olay Elaine Mcintosh 💃🏻,134.0,1340,#FloridaChatter,en,2
2869,JustSayinNC🇺🇸⭐️⭐️⭐️❌NoCOLLUSION‼️,12043.0,131656,Tarheel State,en,2
2870,C. Salina Harris,648.0,14057,None of Your Business,en,2
2871,🐼 katie 🐼,288.0,10333,"South East, England",en,2
2872,America First,31451.0,80287,Madisonville TN,en,2
2873,pankajkumar lohabare,84.0,11857,"Mclean, VA",en,2
2874,Doctor Cat-tastrophe,227.0,65479,Behind you,en,2
2875,Rose Madison,752.0,12187,"Easton, MD",en,2
2876,Dorothy🌊🍊🌊,1675.0,73473,"New Orleans, USA",en,2
2877,Anne Crothers,433.0,9935,"Allentown, PA USA",en,2
2878,"Linda G. Hill, Author",4666.0,16860,"Ontario, Canada",en,2
2879,Lois Genovese,635.0,1993,NJ,en,2
2880,Nitin,490.0,94869,"New Delhi, India",en,2
2881,WuWei Today!,1935.0,35284,World,en,2
2882,YATHARTH,1477.0,24865,In Space,en,2
2883,आदिल | عادل,15952.0,229733,Moradabad & Lucknow,en,2
2884,Hirra   حرا,530.0,125,London,en,2
2885,Deimos,3906.0,42647,Everywhere and Nowhere,en,2
2886,DeplorabLuis🇺🇸👍🏼,5854.0,64563,#CentralAmerica in @mexico,en,2
2887,Praveen Sen,304.0,30600,"Jodhpur, Rajasthan, India",en,2
2888,Stop Being Racist💧,553.0,28056,VA,en,2
2889,The Raven's Den,33.0,2538,Indonesia,en,2
2890,Jesse,82.0,4299,"Ashdon, East",en,2
2891,Kimberly,2716.0,62243,"Alabama, USA",en,2
2892,Georgina Calvert-Lee,177.0,42,"London, England",en,2
2893,🌊 Cindy Perry🌷,230.0,7322,"Harwich Port, MA",en,2
2894,Sandy,8580.0,207663,by the Grace of God...TN,en,2
2895,4 the 💕 of Depp #IBelieveHim,1215.0,18373,Fleet Street ,en,2
2896,Becky's Fund,14119.0,7363,National,en,2
2897,JP,21.0,1377,I believe in civics & civility,en,2
2898,Khagesh Dubey,305.0,9281,हिंदुस्तान,en,2
2899,Obermayer Law,590.0,1691,"Philadelphia, Pennsylvania",en,2
2900,GGshotgun,6237.0,176223,God's footstool lookin up,en,2
2901,ASHROY THE SHELTER,252.0,299,"West Bengal, India",en,2
2902,US1ANews,111.0,5085,United States,en,2
2903,Shirley Miller,918.0,65131,"Lake Mary,Florida",en,2
2904,majordan,3803.0,123621,"South Carolina, USA",en,2
2905,Getting on Soapbox🇺🇲🌊🌊🌊🗽🗿🗳️,907.0,122077,Stand for what you believe,en,2
2906,Had Enough,4699.0,67392,In Transit. ,en,2
2907,Sumit Kapoor,116.0,4506,New Delhi,en,2
2908,🅳🅾🅽'🆃 🅲🅰🅻🅻 🅼🅴 🆂🆄🆁🅴🅻🆈.,2889.0,117030,"Riga, Latvia",en,2
2909,Deplorable Resistor ⭐️ ⭐️ ⭐️,35529.0,51653,NoVa/DC Area,en,2
2910,Andrew Wortman,63229.0,136713,"Ronkonkoma, NY",en,2
2911,Janet Lawless,82.0,1830,"Ottawa, Ontario",en,2
2912,Hemant Patel,452.0,1907,Mumbai,en,2
2913,Robbie Kaplan,6329.0,7516,"New York, NY",en,2
2914,Jenn R-J,3874.0,11039,"Tucson, AZ",en,2
2915,Germaine,41.0,440,"Melbourne, Australia",en,2
2916,Jennifer Doleac,16150.0,17932,Austin & College Station,en,2
2917,McSpocky™ 👽🖖 🌀,244458.0,140825,"Northwest, USA",en,2
2918,Sheen,5631.0,46082,"New Delhi, India",en,2
2919,AB,614.0,36557,"New York, NY",en,2
2920,AB,614.0,36557,"Los Angeles, CA",en,2
2921,BriGette McCoy,2047.0,18762,"Atlanta GA Los Angeles, CA",en,2
2922,Candice Anne Marshall Ⓒ ♫♪♩·.¸¸.·★,15148.0,44546,Canada,en,2
2923,Dawn Hrdlica-Burke,10621.0,16565,"iPhone: 30.348743,-87.683235",en,2
2924,MarthaHC in Va,5499.0,258134,The Old Dominion,en,2
2925,gedenkt,167.0,14256,No,en,2
2926,Hannah Dahlberg-Dodd,105.0,471,"Columbus, OH",en,2
2927,L. Benet Stephenson,1997.0,25876,"Denver, CO",en,2
2928,ABerabose🇷🇼🧚🏿‍♂️,425.0,2651,"Kgali, Rwanda",en,2
2929,Jeff Hard on the gas! Nevermind them brakes! Gray,1315.0,21440,"Liberty, SC",en,2
2930,Michelle Corsilles,6635.0,195826,San Francisco Bay Area,en,2
2931,Jodi,15832.0,390974,Texas Hill Country,en,2
2932,Peter Greco,68.0,14291,"Fargo, ND",en,2
2933,Rory Fleming,5033.0,19729,"Saint Paul, MN",en,2
2934,Azodiac🇺🇸🇺🇸🇺🇸🇺🇸,647.0,27172,"Maryland, USA",en,2
2935,Kirsty Marrins 📝,9031.0,60157,London,en,2
2936,Zerah Mercado,67.0,881,"Metro Manila, Philippines",en,2
2937,EnFilme,72807.0,252623,Iberoamérica desde México,es,2
2938,Nejni0,35.0,2436,In the flow...,en,2
2939,INVINCIBLE RANVEER🔥,494.0,23580,"कोलकाता, भारत",en,2
2940,Stray Mutts,5641.0,16817,Australia (Down Under),en,2
2941,CTXT,122411.0,181643,"Madrid, España",es,2
2942,India Vail,133.0,2144,"Sydney, Australia",en,2
2943,Alda C.,267.0,33276,"Virginia, USA",en,2
2944,quality quontent,444.0,442,hmm.,en,2
2945,Janette thinks Trump is toast.,1444.0,352130,"Iowa, yes Iowa. Turn it blue.",en,2
2946,Jeff Matty,113.0,240,"New York, NY",en,2
2947,Matt Murphy,30582.0,932417,"Virginia Beach, VA",en,2
2948,Relevant🇺🇸,1739.0,203065,In Love with every breath...,en,2
2949,ImDahDude,42.0,3554,India,en,2
2950,#BDS Feral Sherry Green Dream,2200.0,117033,"Springfield, IL",en,2
