BugSQ3LAKwccaption,comment_count,display_url,id_,is_ad,likes_count,loc_id,loc_lat,loc_lon,loc_name,owner_fullname,owner_id,owner_username,shortcode,tagged_user,taken_at_timestamp
@salmahayek #salmahayek #fashion #style #idol #paris #portrait #photography #photoshoot #actress #director #france #fashion #gucci #hollywood #latina #london #lebanon #lebanese #latinpower #celebrity #beauty #beautiful #model #mexico #mexicana #magazine #movies #timesup #metoo #woman,15,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0dcc958d9d66c1253b8cb8d6c511c47a/5D01CA35/t51.2885-15/e35/51830499_124198571982725_5566021256430184005_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990379427042635860,False,728,0,0,0,,Salma Hayek,8623149103,salmahayekarchives,BufP4sdHzBU,salmahayek,1551491739
"Still Waiting On That (CAMPAIGN PROMISED, 100% MEXICO PAID, Ø COST TO TAX PAYERS, GIANT METAPHOR, NO ""WE"" PAY NOW AND PROMISE TO MAKE ""THEM"" PAY LATER CRAP, ""UH-OH TAX PAYERS"" TRUMP'S BUDGET MAKE [YOU] PAY $$$1.6BILLION$$$, NO FUNDING IDIOT WALL FOR GREEN CARDS BOGUS DEAL, EVERYTHING ""BIG WHINY BABY"" TRUMP ""The HATER"" DOES IS TO UNDO WHAT OBAMA DID, [BRAGGING THAT THE ECONOMY IS THE BEST ITS EVER BEEN (OBAMA REALLY DID THIS) WHILE AT THE SAME TIME SAYING IMMIGRANTS/ILLEGALS ARE HURTING THE ECONOMY,] YOU SAID IT WOULD BE FREE!!!, SEE THROUGH???, DON'T THREATEN US WITH A ""WASTE OF TAX PAYER MONEY"" GOVERNMENT SHUTDOWN, [NO FAKE ""NATIONAL EMERGENCY "" BS] UNINFORMED, DON'T TRADE D.A.C.A.  FOR $$$25BILLION$$$ OF OUR TAX PAYER MONEY, DON'T TRY TO SNEAK FUNDING INTO NEW BUDGET OR ANY BUDGET, NOT PAID FOR BY OUR MILITARY, [DEHUMANIZE THEM, THEN YOU CAN HATE, CRUSH AND DISCRIMINATE AGAINST THEM AND JUSTIFY KILLING THEM,] MEXICO Will NEVER Pay For Wall... 690
.
.
[REMEMBER] DON'T DO THE RIGHT THING, BECAUSE IT MAKES YOU LOOK GOOD OR FEEL GOOD, DO THE RIGHT THING, BECAUSE IT'S THE RIGHT THING TO DO... LLP
.
.
#Jcole #Migos #KylieJenner #TMZ #FollowForFollow #FollowBack #VegasStrong #BlackGirlMagic #GoOutside #Bae #QueenB #MeToo #NoWall #DumbDonald #EndHate #DontBeSheep #WorstPrezEver #YouSaidItWouldBeTOTALLYFree
#StillWaiting4DumbFreeWall 
#OrangeClownPrez #FoxNewsIsACult #BiggestMistakeEver #AnotherLie #Resist #StayWoke #TheResistance #EarthDay #ScienceIsReal #Vote #Thekeep777",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/edb024a8d9b766e96e377d8f0ef06787/5D2701C5/t51.2885-15/e35/53093023_1198929893615351_779191027692906332_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990379802548405699,False,9,0,0,0,,Kevin Ford,8422643314,thekeep777,BufP-KLAoXD,,1551491783
"Happy Women’s History Month. 👊🏻👊🏼👊🏽👊🏾👊🏿 The words below are not my own, they are the wise words of @hallielandwhurr. She tagged me in this post earlier, and I couldn’t have been more touched. 💕 Her words echo a sentiment that I feel deep in my soul. We MUST uplift each other. Women supporting ALL women is essential to moving us all forward and healing as a society. Later this month I’ll be debuting the project I created with this exact message in mind. I’m tagging some power house women you should get to know, and I’ll be introducing them further in something epic later. @brittuniverse , @tattyfoes, @princeandtherevolution , and @zchaud1. Stay tuned. ❤️ - K

Dive deep into the roots of womanhood for the next couple of weeks. Explore how women well known and unnamed have touched your life and your own success. Educate yourself about the struggles of ALL women; including trans women, women of color, women with an array of sexual orientations, nationalities, religions, and abilities have made us. ❤️ To the women unknown, I thank you. To the women who I have yet to know, I thank you. And to the women I will soon learn about, I’m so excited to meet you. 
Support the women in your life. Learn about the artists, scientists, advocates, teachers, mothers, and influencers who came before you. They made you. #women #womenempowerment #womensupportingwomen #strongertogether #womenshistorymonth #timesup #metoo #notwithoutblackwomen #allwomen #womeninspiringwomen #empoweringwomen #empowerment #empoweredwomen #womenempoweringwomen #womenpower",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/75395c0dd1a7d77220ad996de9121177/5D021E38/t51.2885-15/e35/52566044_1149942555174556_8701822942849091379_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990382983636106388,False,19,0,0,0,,OCB Spa,8297191906,ocbspa,BufQscynLyU,,1551492163
"Happy Women’s History Month. 👊🏻👊🏼👊🏽👊🏾👊🏿 The words below are not my own, they are the wise words of @hallielandwhurr. She tagged me in this post earlier, and I couldn’t have been more touched. 💕 Her words echo a sentiment that I feel deep in my soul. We MUST uplift each other. Women supporting ALL women is essential to moving us all forward and healing as a society. Later this month I’ll be debuting the project I created with this exact message in mind. I’m tagging some power house women you should get to know, and I’ll be introducing them further in something epic later. @brittuniverse , @tattyfoes, @princeandtherevolution , and @zchaud1. Stay tuned. ❤️ - K

Dive deep into the roots of womanhood for the next couple of weeks. Explore how women well known and unnamed have touched your life and your own success. Educate yourself about the struggles of ALL women; including trans women, women of color, women with an array of sexual orientations, nationalities, religions, and abilities have made us. ❤️ To the women unknown, I thank you. To the women who I have yet to know, I thank you. And to the women I will soon learn about, I’m so excited to meet you. 
Support the women in your life. Learn about the artists, scientists, advocates, teachers, mothers, and influencers who came before you. They made you. #women #womenempowerment #womensupportingwomen #strongertogether #womenshistorymonth #timesup #metoo #notwithoutblackwomen #allwomen #womeninspiringwomen #empoweringwomen #empowerment #empoweredwomen #womenempoweringwomen #womenpower",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7ddddc2cc5f2376e6ad8f30f850d119c/5D1CED90/t51.2885-15/e35/51069321_2127802600667640_3818448686733248616_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990382983485216920,False,28,0,0,0,,Kristen Floyd,1119451895,kfloydmakeup,BufQscpnliY,,1551492163
"This morning as I was curling my hair a swift of sadness came over my heart. I cried and cried. You know why? I cried for the countless of women who are alone in their comfort zone. I crawled out of my comfort zone by coming back to Michigan! 😳

I'm talking to the women and girls that are alone out of survival. Afraid of being hurt. Afraid of being abused. Afraid of their Divine purpose. Its worst to be surrounded by people and still feel alone. Don't get me wrong there are women that need to be alone for real for real.  Women who have healed can stand alone in the dark never pour from a empty cup. 💕

Meaning I dont believe giving advice that I have not practiced daily mentally and emotionally.🙏 I've earned the heart to speak my truth as I know it. Humbly I went somewhere and got my inner life together.  I feel for every single mother and their daughters who are fighting life alone.

No woman should die alone.
No woman should suffer in depression alone.

You are Divine love made by God.
If you didnt know that well...now you know!

Ps...you are not alone.

I love you😊💋💕 #depression #selfcare #selflove #millennials #generationx #yoga #healing #emotionalabuse #domesticviolence #family #single #singlegirls #singlemothers #family #metoo #feminine #blackwomen #blackfamilies #whitefamilies #blackgirlmagic #healing #earth #universe # #intuitivehealer #intuitivelifecoach #lifecoach",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7614b57296f49b125c7b0f2ad67244b6/5D0CC8F4/t51.2885-15/e35/52947440_549886872086894_8852829625981649165_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990386941036051792,False,17,0,0,0,,Nikkie Montgomery,8303524533,montgomerynikkie,BufRmCaB71Q,,1551492634
"Legality is not a beacon for ethics. If laws are unjust, you are morally justified in breaking those laws. #makingtheworldabetterplace -
-
Art by me 😊
-
-
-
#anonymousforthevoiceless #dxe #untilallcagesareempty #veganactivism #animalrights #animalliberation #antispeciesism #humanrights #humanitarians  #endracism #loveislove #metoo #survivors #activism #environmentalists #saveourplanet #wakeup #wokeaf #peaceonearth #newearth #5d #awakening #fightforyourrights #destroypowernotpeople #digitalart #digitaledits #colorfulart #trippyart #psychedelicart",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c67166baae6b7a3d2c8132c880813201/5D1C2BDA/t51.2885-15/e35/52508206_1338643209625181_6598425841028594064_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990387700800334043,False,27,0,0,0,,Auѕѕιє Vєgαn Mummα 🌱💖,6074468032,traceyfalconbridge,BufRxF_gqjb,,1551492725
"#YouAreBeautiful It takes a small step to make a big difference...so Ladies let's spread the word to the world....#internationalwomensday
#happywomen  #happywomensdayladies #happywomensday #IFeelPretty #standbyher #happy #woman #womenempowerment #womenpower #womeninspiringwomen #womensupportwomen #womensmarch #womanhood #womeninbiz #womenrights #womenempoweringwomen #womenwhowrite #womenstyle #womenswear #metoo #dayofthegirl #video #videooftheday #videos #videostar #socialforgood #bodyshaming #nationalgirlchildday",28,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8ee8bdb4a3fa709d6ba1738b7b7c0094/5C7D059F/t51.2885-15/e35/28151779_202175570517401_8325286197643444224_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1720292481508491618,False,185,0,0,0,,Arjun Rai,7152261841,arjunrai5822,BfftOW-FsFi,,1519295011
"yes, #MeToo. enough is ENOUGH. ⏰",9,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1a23df3b81712a58310d9a6a32c7b24e/5D034476/t51.2885-15/e35/50107752_345766929343606_4931797209271208520_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1960612474881508925,False,316,0,0,0,,Narmin Jivani,38555991,nar_queen,Bs1fqh7gwY9,thoughtmatter,1547943241
Comfortably numb.🖤🥀,6,https://instagram.fyvr3-1.fna.fbcdn.net/vp/912e2c274438447076f4fc208363447d/5D070EB2/t51.2885-15/e35/51255330_639271259865881_6111213044400519260_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1986482583910993122,False,121,0,0,0,,{Queen MAR}❤️🔐,174866208,pazzaa_sicilianaa,BuRZ2Keg8zi,,1551027199
Debbies 50th birthday!🎂🎉,3,https://instagram.fyvr3-1.fna.fbcdn.net/vp/21ba834239f6742c9e18aa5321422b2a/5D218299/t51.2885-15/e35/51672441_581226389062223_9219452604809757470_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1986693994398186519,False,5,0,0,0,,Shirley Finley,1473290469,shirley.finley,BuSJ6l1gXwX,,1551052401
"마지막 수업,마지막 촬영 💃
틀려버리긩깅ㅇ
-
#춤 #dance #dancer #prepix #prepixstudio #춤스타그램 #meghantrainor #metoo #01 #selca #selfie #셀스타그램 #얼스타그램 #19 #01년생 #고3 #인친 #선팔 #맞팔 #다렉 #소통 #f4f #follow #like4like #좋아요반사 #좋아요 #일상 #daily",6,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5affc1eaf8c86492ffc3300ca7670731/5C7C6E5F/t51.2885-15/e15/52113382_267477464153803_164892154654180015_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1988618952871750897,False,69,0,0,0,,누리,2946887937,baenuri_01,BuY_mbHh6zx,,1551281874
"Words of encouragement! Walk-ins taken daily! Black & grey, color, lettering, big, small, manini... You pick it, I stick it!",6,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2871b76faf51731fa1b90a54f95f5327/5D0DBD91/t51.2885-15/e35/52344423_290995101597198_8149343739099919031_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990273298651739405,False,53,0,0,0,,Antonio B R E N N A N,395616543,toni_beat,Bue3wUsFPUN,,1551479087
Ant’s Rants. NJ has the lowest quality of life rating. Here are a few examples of why! #antsrants,14,https://instagram.fyvr3-1.fna.fbcdn.net/vp/97d5cb96ecf60aec993abf819df75c1b/5C7C734C/t51.2885-15/e15/52867453_2266223953650767_6478662281092650974_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990299903616991988,False,246,0,0,0,,Anthony Gunforhire Colandro,286811907,gunforhire,Bue9zeflcL0,gunforhire,1551482328
,3,https://instagram.fyvr3-1.fna.fbcdn.net/vp/dc887adb7d67d70582496f757e25e0cf/5D1DF907/t51.2885-15/e35/52833917_123114218807542_5735595561052092539_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990305020112830159,False,7,0,0,0,,Jeff Leddin,4028688077,jeffleddin,Bue-97mgH7P,,1551482869
"Just one from last week of my mom, my rock. Wow, what kind of world are we in when women who are us do everything right and still are denied access to our children and grandchildren? People keep asking what I did wrong. I keep pointing out the obvious. Let's talk about it finally. #metoo",6,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a88385f581c69338ef12cbd52ebd4b4e/5D1A3EBF/t51.2885-15/e35/52582816_410861776341356_8930015096135504735_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990344922481366098,False,123,0,0,0,,Katie Rost,264956521,mskatierost,BufICllARRS,,1551487625
@salmahayek #salmahayek #fashion #style #idol #paris #portrait #photography #photoshoot #actress #director #france #fashion #gucci #hollywood #latina #london #lebanon #lebanese #latinpower #celebrity #beauty #beautiful #model #mexico #mexicana #magazine #movies #timesup #metoo #woman,3,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a8dd721dba5a4fa74f7cb556cd7ec26f/5D05EB2B/t51.2885-15/e35/52188242_2055256827928059_921492569401178481_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990345027500364889,False,324,0,0,0,,Salma Hayek,8623149103,salmahayekarchives,BufIEHYn9RZ,salmahayek,1551487638
"So my #deepdive into the whole #Rkelly situation is uploaded now. We’re touching on everything from his upbringing, to his affiliations with other artists, to the #SurvivingRkelly docuseries, as well as the #MeToo survivors to the #PeePeeTape to the charges & this dumb hoe #ValenciaLove Full video available on my channel, link under the bio 🔥 #tysonmckie #youtube #youtuber #creator #contentcreator #influencer #youtubeinfluencer #revision #revisionthemixtape #revisiontheep #revisionvol2 #cominsoon",5,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8ed1bc1e4e95f8bcf426d052f05b7090/5C7CB096/t51.2885-15/e15/53678293_372632650133145_8448877077282929969_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990339176235993347,False,15,0,0,0,,泰森,2026929258,_tysonsmusic_,BufGu9-FwkD,,1551487670
"#enjoylife Smax Music will be part of @annualwee 7th Annual Women Empowerment Event on March 17 - this year the panel is all male for the first time so the conversation will be monumental! Be part of this incredible movement that has been a pioneering force for women of all walks of life by @mldigitalart - get tickets at mldigitalart.com💥💥💥👍🏿👍🏿⭐️⭐️
.
.
.
#jwilavi #nyc #haiti #we2019 #womenempowerment #atis #musicman #smaxmusic #musician #artistlife #sisstar #buyblack #maninblack #headliner #blackexcellence #heforshe #holidays #mynameissmax #launionfaitlaforce #musically #liberew #musicwithamessage #metoo #onthemic #sisstarloop #indygram #bandgram #goodvibesonly #timesup",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/46c50cffe0e7c81f8be72c138a252098/5D0F50B3/t51.2885-15/e35/53840136_2279555182368549_740637948944564142_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990345728301282233,False,22,0,0,0,,,1301010212,enjoylife_community,BufIOUDnTO5,,1551487721
@salmahayek #salmahayek #fashion #style #idol #paris #portrait #photography #photoshoot #actress #director #france #fashion #gucci #hollywood #latina #london #lebanon #lebanese #latinpower #celebrity #beauty #beautiful #model #mexico #mexicana #magazine #movies #timesup #metoo #woman,5,https://instagram.fyvr3-1.fna.fbcdn.net/vp/32111cba0600c56f191566332bfb915d/5D15F2CA/t51.2885-15/e35/51107217_280842266178833_2125596179900263332_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990345806047075075,False,439,0,0,0,,Salma Hayek,8623149103,salmahayekarchives,BufIPcdn9sD,salmahayek,1551487731
"Ya don’t say
•
•
•
#edgymemes #fuckfortnite #fortnite #videogamememes #masterchief #halo #funnymemes #epicgames #memes #gay #fortniteisgay #metoo",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/69af772e9e7c842e0dc0d76b92f360d8/5C7CE162/t51.2885-15/e15/51960963_2304851799777174_1581680670556049267_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990345044418427125,False,10,0,0,0,,Chigga Chungus,9233405839,acoustic_donkey,BufIEXJBPj1,,1551487803
"#feministas #mujeresunidas #metoo #juntassomosmas #femininja #poderfemenino #lgtb #igualdad #aborto #abortolegalgratuitoyseguro #patriarcado #feminismo #lucha #marcha #abajopatriarcado
#miracomomepones
#noesno #vivasnosqueremos #mujer #mujeres #girlpower #girls #power #woman",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8ff9107eb749a4f326af81ab42fddcf3/5D208397/t51.2885-15/e35/51699227_309714343020064_3326612580088658137_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990346641812421043,False,31,0,0,0,,Feminista soy,10402622528,feminista_hoy,BufIbm1Hvmz,,1551487830
"From my lips to G-ds ears. ""Let this novel be a best seller. Let my pain mean something. Let my children and grandchildren be blessed by my accomplishments. Let my abuser rise in the morning and go to bed in the evening knowing that my voice, my @essence, my power and my strength have only just begun to change the world for the better. #metoo""",9,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7e7b28a85bbf4c1e5be5056a91324b73/5D099178/t51.2885-15/e35/51617117_1005436419644861_5005366867776556952_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990346774333751555,False,141,0,0,0,,Katie Rost,264956521,mskatierost,BufIdiQAgED,mskatierost,1551487846
"A solas, te cuento que la lunas es roja🎶
.
.
.
#girlpower #loveyourself  #tumblrgirl#feminist #mujer  #mulheres #sororidad #feliz #woman  #love #bodypositive #libre #mujeres #like #women #n #womensrights  #lgtbi #empoderada #womenlikeme #metoo #ahoraeselmomento #instafashion#makeup
Foto:@mariagiuseppe._",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3172b8dfbfb0e1515cd61de324ae5d87/5D265F47/t51.2885-15/e35/52472000_198943134395209_618531672014024836_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990346930856798973,False,43,0,0,0,,Maria Elena CS,496090934,malena08_,BufIf0Bgir9,,1551487865
"#feministas #mujeresunidas #metoo #juntassomosmas #femininja #poderfemenino #lgtb #igualdad #aborto #abortolegalgratuitoyseguro #patriarcado #feminismo #lucha #marcha #abajopatriarcado
#miracomomepones
#noesno #vivasnosqueremos #mujer #mujeres #girlpower #girls #power #woman",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/92cb03b95f5a15f124bce2bac37911f5/5D0C0984/t51.2885-15/e35/51685955_2313096668708864_1290364684161089302_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990347062115093323,False,29,0,0,0,,Feminista soy,10402622528,feminista_hoy,BufIhuRHMtL,,1551487880
"1 pic and a pissed off Archangel....NOW its personal🤬 Hey married”pastor” that sent MY wife a DM.  Yeah YOU.  She aint Bathsheba and U aint David. Only SHE has a heart after God.  I said “Mama said knock you out,  Im gonna knock you out” LL Cool J.  She’s not Eazy E “ Easy does it!”. You arent fit to lick the dirt ofd thise “Boots are made fur walking and thats just what they”ll do,  1 of these days these days are gonna walk all over Y99” Nancy Sinatra.  In Nazareth...sound familiar?? “Keep your hands to youself” Georia Satellite.  Im an Angel,  but she is a SAINT!! HE will forgive me my transgressions,  will see if YOUr wife will forgive yours cause we hot a screen shot of the message. “Nobody moves nobody gets hurt” Eazy E again,  cause now that you followed us,  you cant unfollown US!  You see  DOG.  Im also not Randy Jackson and you only got 5 minutes to figure it out that this is the supernatural that YOU oreaxh about in your “pink sunglasses” Miranda Lambert.  But yours are Cheap Trick sunglasses.  Touch one hair on her head and I will show you a Revelation personally.  Read all of our posts you Dumbass.  Jesus is coming and He aint Santa Claus but knows you have been naughty!  Back to chick flick night with MamaBear and her Bestie!! Its pretty damned crowded in this bed😳. Not what you think,  2s comoany 3s a crowd and theres 2 pups.  No place for an Archangel to soread his wings!! Its like Somdom and Gommorah up in this mug!! You get me,  Im sure you know THAT story..I was the star of that show 2!  Youve been punk ass,  dont make me find you and exolain to you that Scorpio dont come out to playya.  Tarot folks read the signs.  I have been reading you for 3 years!! Lets move this along,  its geting old.  How many signs to the damn supernatural do you need?",7,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4b33195235059f6ffdb216f0a60b0f26/5D0C50AA/t51.2885-15/e35/52925194_2030330470603644_5122641862876474083_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990347486350662077,False,13,0,0,0,,Julie Ann Stanford,7011663328,julieannstanford,BufIn5Xhdm9,,1551487931
@salmahayek #salmahayek #fashion #style #idol #paris #portrait #photography #photoshoot #actress #director #france #fashion #gucci #hollywood #latina #london #lebanon #lebanese #latinpower #celebrity #beauty #beautiful #model #mexico #mexicana #magazine #movies #timesup #metoo #woman,10,https://instagram.fyvr3-1.fna.fbcdn.net/vp/53e7abfb46d0ceed53906a9527e14ef0/5D0DC91D/t51.2885-15/e35/52440957_371012610404279_597523057935774621_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990347869787131753,False,562,0,0,0,,Salma Hayek,8623149103,salmahayekarchives,BufIteeHg9p,salmahayek,1551487977
"Starting the International Women's Day celebrations a little early this year, with books to engage, educate & inspire 🚺🎉",4,https://instagram.fyvr3-1.fna.fbcdn.net/vp/054cd257d14d4e9d69d4263f3805d3a4/5D1ACA18/t51.2885-15/e35/s1080x1080/53530466_378120006303202_5348233879301112141_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990348308652353654,False,76,0,0,0,,Bolen Books,4958105294,bolenbooks,BufIz3Mheh2,,1551488029
"#feministas #mujeresunidas #metoo #juntassomosmas #femininja #poderfemenino #lgtb #igualdad #aborto #abortolegalgratuitoyseguro #patriarcado #feminismo #lucha #marcha #abajopatriarcado
#miracomomepones
#noesno #vivasnosqueremos #mujer #mujeres #girlpower #girls #power #woman",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a154793cbe18be288eed075e5c54ceb2/5D10DE1D/t51.2885-15/e35/53236618_160655468258354_4055764317102906072_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990348545883680503,False,27,0,0,0,,Feminista soy,10402622528,feminista_hoy,BufI3UInK73,,1551488057
"""Nobody's good at rong division when they start!"" -Sad Hoshi 
#gg5milgiveaway #Wendys #journeytosilius #beefsteak #elemenopee #juiceisgood #yourphoneisat5percent #metoo #scubasquad #flamingoals #aliceinwonderland #mikearuba",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9bdbf49780506e4347f450ca9aaccc52/5D0B65F6/t51.2885-15/e35/51942535_662389220844637_1250450636993159953_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990349115560590389,False,5,0,0,0,,Beige Fedora,2321103583,b.b._fedora,BufI_msAHw1,gamegrumps,1551488125
#criticalcarenurse #nurse #nursing #medical #healthcare #doctor #md #medicine #empathy #caretaker #metoo #horizontalviolence #aacn,2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5ffe9254a9f9fbea8e9df6f0b39da738/5D101F22/t51.2885-15/e35/51852460_296425887709905_4712405329880607643_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990349505286943736,False,22,0,0,0,,vegan for the Animals,2122501541,vegandarwin,BufJFRpgLP4,,1551488172
"🚨🚨🚨Nova coleção METOO🚨🚨🚨
A tão chegada hora das novidades!!! #disponivel (Enviamos para todo o Brasil 🇧🇷🚛) #handemadewhithlove 
#feitocomamor 
#carlineembroidery 
#metoo",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/912e7ccc328429b831a5f4e5a2248e8c/5D1E2F42/t51.2885-15/e35/51974301_129871904736125_2661000818953343080_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990349573696851698,False,7,0,0,0,,Carline Embroidery,7317558604,carlineembroidery,BufJGRXDQ7y,,1551488180
"Im so excited to announce a special project I have been working on and its finally coming together! I am currently looking for sponsors, hair, makeup artists and wardrobe stylists that are willing to donate their time for these women! 
Please email me at creatingapinup@gmail.com for more info. 
Thanks so much! 
Melinda 
#pinup #empoweringwomen #photoshoot #creatingapinup #helpinghands #domesticviolence #makeupartists #hairstylists #wardrobestylists #metoo #women #internationalwomansday",6,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4f3da8077e28b66a1af89d7c0673b87c/5D250206/t51.2885-15/e35/52390078_304510833588351_8779531503918143904_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990350180762854881,False,34,0,0,0,,Creating A PinUp 📸 by Melinda,7588842482,creatingapinup,BufJPGvASXh,,1551488252
✨ Flash 🔙 to our first #PhotoShoot ! Swipe ↔️ to see some of the shots! #newmusic #staytuned #femaleband #kingdomcome #kingdomcomemusic #Jesus #praiseandworship #theword #wordofGod #womenwithambition #Godspromises #womeninbiz #womenwhowork #kingdomwomen #femaleentrepreneur #girlpower #womenwholead #healthylife #focus #metoo #photography #model #smile #pose #positivevibes #glam #glamour ✨,2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fda1b0aa232631239e37a44462a644b2/5D175FE2/t51.2885-15/e35/52491543_562032237629182_3509284936103539064_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990350814347902506,False,63,0,0,0,,Amber Camp,14248154,amberthecamp,BufJYUznb4q,,1551488328
Watch the anti-vaxers vs pro vaccination by middle ground on YouTube,1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/411d77b48e8b586e3087374b9fb4af5a/5D03DD58/t51.2885-15/e35/52170643_306409413392812_1181795421332819025_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990351524912898208,False,33,0,0,0,,EEEOOOWWW,7314462091,peterpan_sexual,BufJiqklyCg,,1551488412
"Feat. Nothing Organic
.
im no natural beauty
lips artificial ruby red respiration 
hairs plastic as birth control 
powdered make up
worth five bucks in devils time
im a soft wax creature
gettin u hard when crickets wake
t‘spew liquid love vertically
across my made up make-up face
.
.
#metoo #berlin #poetry #vietnamese #saigon #hanoi #feminist #postcolonial",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8dd5127b8747c88746d90be11165707c/5D250A3F/t51.2885-15/e35/51769955_333390253965181_2090606453610079350_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990351708840323997,False,70,0,0,0,,marq,1657172263,markmitque,BufJlV3hOud,,1551488434
As we approach Women’s Day - today is dedicated to #teamkate ♥️ #fuckcancer #superchamp ❤️ 💪🏼 ❤️ 💪🏼 keep smashing. We love you!,9,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0ec77ab69d722f3a5f2f60b2593f93df/5D1CDB10/t51.2885-15/e35/51912046_246410352973818_326878676115071310_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990351811224513154,False,203,0,0,0,,Lauren Mote,12146234,laurenmote,BufJm1OF6qC,"katecolley,chefjonathanc,nedbell,bccancerfdn,speed_rack,rethinkbreastcancer",1551488447
#loveisanothercountry #final #weekend #soldout #america #womenempowerment #metoo #blackwomenrock #blackwomenrock #blackwomanarepoppin #broadway #womeninspiringwomen #stage #theater #la #nyc #atlanta @tyupmylife #workingactor,2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/51ce7fedc049e47c893bfa105ab4154d/5D08B8FA/t51.2885-15/e35/51936959_2341682312756047_8366734740588246199_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990352613208759057,False,21,0,0,0,,Gina Keys,1197300755,ginakeysproductions,BufJygIFBsR,,1551488542
